EXPERIMENT_ID,API_TYPE,QUERY_TYPE,REPOSITORY,EXECUTION_TIME_MS,RESPONSE_SIZE_BYTES,TIMESTAMP
255,REST,Complex,sindresorhus/awesome,753.888833999983,1110250,2024-11-14T17:52:05.467Z
255,GRAPHQL,Complex,sindresorhus/awesome,399.3830420000013,3953,2024-11-14T17:52:05.867Z
256,REST,Complex,sindresorhus/awesome,842.0054169999785,1110250,2024-11-14T17:52:07.718Z
256,GRAPHQL,Complex,sindresorhus/awesome,360.3154590000049,3953,2024-11-14T17:52:08.079Z
257,REST,Complex,sindresorhus/awesome,770.2831669999869,1110250,2024-11-14T17:52:09.855Z
257,GRAPHQL,Complex,sindresorhus/awesome,365.0061659999774,3953,2024-11-14T17:52:10.220Z
258,REST,Complex,sindresorhus/awesome,679.1252910000039,1110250,2024-11-14T17:52:11.907Z
258,GRAPHQL,Complex,sindresorhus/awesome,376.4940829999978,3953,2024-11-14T17:52:12.283Z
259,REST,Complex,sindresorhus/awesome,778.1494999999995,1110250,2024-11-14T17:52:14.070Z
259,GRAPHQL,Complex,sindresorhus/awesome,438.84612500004005,3953,2024-11-14T17:52:14.509Z
260,REST,Complex,sindresorhus/awesome,689.1123750000261,1110250,2024-11-14T17:52:16.203Z
260,GRAPHQL,Complex,sindresorhus/awesome,498.7408749999595,3953,2024-11-14T17:52:16.702Z
261,REST,Complex,sindresorhus/awesome,762.9474999999511,1110250,2024-11-14T17:52:18.477Z
261,GRAPHQL,Complex,sindresorhus/awesome,382.00829100003466,3953,2024-11-14T17:52:18.859Z
262,REST,Complex,sindresorhus/awesome,632.1194169999799,1110250,2024-11-14T17:52:20.500Z
262,GRAPHQL,Complex,sindresorhus/awesome,407.9645840000012,3953,2024-11-14T17:52:20.908Z
263,REST,Complex,sindresorhus/awesome,557.4397919999901,1110250,2024-11-14T17:52:22.470Z
263,GRAPHQL,Complex,sindresorhus/awesome,378.0849579999922,3953,2024-11-14T17:52:22.848Z
264,REST,Complex,sindresorhus/awesome,659.5245420000283,1110250,2024-11-14T17:52:24.513Z
264,GRAPHQL,Complex,sindresorhus/awesome,329.70283299998846,3953,2024-11-14T17:52:24.843Z
265,REST,Complex,sindresorhus/awesome,641.0904159999918,1110250,2024-11-14T17:52:26.494Z
265,GRAPHQL,Complex,sindresorhus/awesome,419.56287500000326,3953,2024-11-14T17:52:26.913Z
266,REST,Complex,sindresorhus/awesome,731.1818750000093,1110250,2024-11-14T17:52:28.650Z
266,GRAPHQL,Complex,sindresorhus/awesome,448.1647079999675,3953,2024-11-14T17:52:29.098Z
267,REST,Complex,sindresorhus/awesome,750.1955830000225,1110250,2024-11-14T17:52:30.852Z
267,GRAPHQL,Complex,sindresorhus/awesome,393.87704199994914,3953,2024-11-14T17:52:31.246Z
268,REST,Complex,sindresorhus/awesome,629.194542000012,1110250,2024-11-14T17:52:32.887Z
268,GRAPHQL,Complex,sindresorhus/awesome,336.10570800001733,3953,2024-11-14T17:52:33.223Z
269,REST,Complex,sindresorhus/awesome,638.5817500000121,1110250,2024-11-14T17:52:34.866Z
269,GRAPHQL,Complex,sindresorhus/awesome,372.0585840000422,3953,2024-11-14T17:52:35.238Z
270,REST,Complex,sindresorhus/awesome,799.2487079999992,1110250,2024-11-14T17:52:37.047Z
270,GRAPHQL,Complex,sindresorhus/awesome,398.70583300001454,3953,2024-11-14T17:52:37.446Z
271,REST,Basic,public-apis/public-apis,313.6194170000381,6761,2024-11-14T17:52:38.763Z
271,GRAPHQL,Basic,public-apis/public-apis,259.242292000039,126,2024-11-14T17:52:39.022Z
272,REST,Basic,public-apis/public-apis,340.13945800001966,6761,2024-11-14T17:52:40.364Z
272,GRAPHQL,Basic,public-apis/public-apis,327.94404100003885,126,2024-11-14T17:52:40.692Z
273,REST,Basic,public-apis/public-apis,308.383833000029,6761,2024-11-14T17:52:42.002Z
273,GRAPHQL,Basic,public-apis/public-apis,405.70649999997113,126,2024-11-14T17:52:42.407Z
274,REST,Basic,public-apis/public-apis,333.5252919999766,6761,2024-11-14T17:52:43.742Z
274,GRAPHQL,Basic,public-apis/public-apis,277.71295800001826,126,2024-11-14T17:52:44.020Z
275,REST,Basic,public-apis/public-apis,355.2497089999961,6761,2024-11-14T17:52:45.377Z
275,GRAPHQL,Basic,public-apis/public-apis,310.15574999997625,126,2024-11-14T17:52:45.687Z
276,REST,Basic,public-apis/public-apis,330.5755839999765,6761,2024-11-14T17:52:47.020Z
276,GRAPHQL,Basic,public-apis/public-apis,306.93350000004284,126,2024-11-14T17:52:47.327Z
277,REST,Basic,public-apis/public-apis,296.12758400000166,6761,2024-11-14T17:52:48.624Z
277,GRAPHQL,Basic,public-apis/public-apis,339.7878750000382,126,2024-11-14T17:52:48.964Z
278,REST,Basic,public-apis/public-apis,328.9239579999121,6761,2024-11-14T17:52:50.294Z
278,GRAPHQL,Basic,public-apis/public-apis,308.61879199999385,126,2024-11-14T17:52:50.602Z
279,REST,Basic,public-apis/public-apis,314.3399169999175,6761,2024-11-14T17:52:51.918Z
279,GRAPHQL,Basic,public-apis/public-apis,274.31387499999255,126,2024-11-14T17:52:52.192Z
280,REST,Basic,public-apis/public-apis,380.93504199991,6761,2024-11-14T17:52:53.574Z
280,GRAPHQL,Basic,public-apis/public-apis,306.3654999999562,126,2024-11-14T17:52:53.881Z
281,REST,Basic,public-apis/public-apis,328.4840420000255,6761,2024-11-14T17:52:55.211Z
281,GRAPHQL,Basic,public-apis/public-apis,308.21462500002235,126,2024-11-14T17:52:55.519Z
282,REST,Basic,public-apis/public-apis,330.3641249999637,6761,2024-11-14T17:52:56.851Z
282,GRAPHQL,Basic,public-apis/public-apis,302.6205830000108,126,2024-11-14T17:52:57.154Z
283,REST,Basic,public-apis/public-apis,306.3462919999147,6761,2024-11-14T17:52:58.462Z
283,GRAPHQL,Basic,public-apis/public-apis,288.4487499999814,126,2024-11-14T17:52:58.750Z
284,REST,Basic,public-apis/public-apis,378.5811250000261,6761,2024-11-14T17:53:00.130Z
284,GRAPHQL,Basic,public-apis/public-apis,302.34687500004657,126,2024-11-14T17:53:00.433Z
285,REST,Basic,public-apis/public-apis,299.28041600005236,6761,2024-11-14T17:53:01.734Z
285,GRAPHQL,Basic,public-apis/public-apis,309.02095799997915,126,2024-11-14T17:53:02.043Z
286,REST,Basic,public-apis/public-apis,267.438375000027,6761,2024-11-14T17:53:03.312Z
286,GRAPHQL,Basic,public-apis/public-apis,426.28724999993574,126,2024-11-14T17:53:03.738Z
287,REST,Basic,public-apis/public-apis,300.0357499999227,6761,2024-11-14T17:53:05.040Z
287,GRAPHQL,Basic,public-apis/public-apis,269.0392920000013,126,2024-11-14T17:53:05.309Z
288,REST,Basic,public-apis/public-apis,370.5529999999562,6761,2024-11-14T17:53:06.681Z
288,GRAPHQL,Basic,public-apis/public-apis,410.14983400003985,126,2024-11-14T17:53:07.091Z
289,REST,Basic,public-apis/public-apis,349.0871249999618,6761,2024-11-14T17:53:08.442Z
289,GRAPHQL,Basic,public-apis/public-apis,272.9389169999631,126,2024-11-14T17:53:08.715Z
290,REST,Basic,public-apis/public-apis,342.6657500000438,6761,2024-11-14T17:53:10.059Z
290,GRAPHQL,Basic,public-apis/public-apis,304.3822919999948,126,2024-11-14T17:53:10.364Z
291,REST,Basic,public-apis/public-apis,329.77525000006426,6761,2024-11-14T17:53:11.697Z
291,GRAPHQL,Basic,public-apis/public-apis,306.85291699995287,126,2024-11-14T17:53:12.004Z
292,REST,Basic,public-apis/public-apis,329.5429160000058,6761,2024-11-14T17:53:13.336Z
292,GRAPHQL,Basic,public-apis/public-apis,265.51654199999757,126,2024-11-14T17:53:13.602Z
293,REST,Basic,public-apis/public-apis,346.045124999946,6761,2024-11-14T17:53:14.949Z
293,GRAPHQL,Basic,public-apis/public-apis,288.38791699998546,126,2024-11-14T17:53:15.237Z
294,REST,Basic,public-apis/public-apis,373.00720899994485,6761,2024-11-14T17:53:16.612Z
294,GRAPHQL,Basic,public-apis/public-apis,247.1790419999743,126,2024-11-14T17:53:16.859Z
295,REST,Basic,public-apis/public-apis,393.39245899999514,6761,2024-11-14T17:53:18.254Z
295,GRAPHQL,Basic,public-apis/public-apis,305.10437499999534,126,2024-11-14T17:53:18.559Z
296,REST,Basic,public-apis/public-apis,327.14729100000113,6761,2024-11-14T17:53:19.888Z
296,GRAPHQL,Basic,public-apis/public-apis,321.0934169999091,126,2024-11-14T17:53:20.209Z
297,REST,Basic,public-apis/public-apis,316.4805420000339,6761,2024-11-14T17:53:21.527Z
297,GRAPHQL,Basic,public-apis/public-apis,305.780124999932,126,2024-11-14T17:53:21.833Z
298,REST,Basic,public-apis/public-apis,332.6355840000324,6761,2024-11-14T17:53:23.167Z
298,GRAPHQL,Basic,public-apis/public-apis,277.86583400005475,126,2024-11-14T17:53:23.445Z
299,REST,Basic,public-apis/public-apis,356.24433299992234,6761,2024-11-14T17:53:24.803Z
299,GRAPHQL,Basic,public-apis/public-apis,308.8848749999888,126,2024-11-14T17:53:25.112Z
300,REST,Basic,public-apis/public-apis,330.66399999998976,6761,2024-11-14T17:53:26.444Z
300,GRAPHQL,Basic,public-apis/public-apis,348.55212500004563,126,2024-11-14T17:53:26.793Z
301,REST,Medium,public-apis/public-apis,551.8709999999264,101266,2024-11-14T17:53:28.347Z
301,GRAPHQL,Medium,public-apis/public-apis,456.68700000003446,2888,2024-11-14T17:53:28.804Z
302,REST,Medium,public-apis/public-apis,432.9323330000043,101266,2024-11-14T17:53:30.238Z
302,GRAPHQL,Medium,public-apis/public-apis,405.55783299996983,2888,2024-11-14T17:53:30.644Z
303,REST,Medium,public-apis/public-apis,380.409333000076,101266,2024-11-14T17:53:32.027Z
303,GRAPHQL,Medium,public-apis/public-apis,354.01216699997894,2888,2024-11-14T17:53:32.381Z
304,REST,Medium,public-apis/public-apis,367.0700000000652,101266,2024-11-14T17:53:33.749Z
304,GRAPHQL,Medium,public-apis/public-apis,476.39566700009163,2888,2024-11-14T17:53:34.226Z
305,REST,Medium,public-apis/public-apis,358.5680830000201,101266,2024-11-14T17:53:35.586Z
305,GRAPHQL,Medium,public-apis/public-apis,381.1780420000432,2888,2024-11-14T17:53:35.968Z
306,REST,Medium,public-apis/public-apis,375.5788750000065,101266,2024-11-14T17:53:37.345Z
306,GRAPHQL,Medium,public-apis/public-apis,329.05187500000466,2888,2024-11-14T17:53:37.674Z
307,REST,Medium,public-apis/public-apis,454.5507079999661,101266,2024-11-14T17:53:39.131Z
307,GRAPHQL,Medium,public-apis/public-apis,364.52670899999794,2888,2024-11-14T17:53:39.495Z
308,REST,Medium,public-apis/public-apis,371.6954169999808,101266,2024-11-14T17:53:40.870Z
308,GRAPHQL,Medium,public-apis/public-apis,351.60766700003296,2888,2024-11-14T17:53:41.221Z
309,REST,Medium,public-apis/public-apis,371.92129199998453,101266,2024-11-14T17:53:42.598Z
309,GRAPHQL,Medium,public-apis/public-apis,352.56099999998696,2888,2024-11-14T17:53:42.951Z
310,REST,Medium,public-apis/public-apis,377.52599999995437,101266,2024-11-14T17:53:44.331Z
310,GRAPHQL,Medium,public-apis/public-apis,302.6484169999603,2888,2024-11-14T17:53:44.633Z
311,REST,Medium,public-apis/public-apis,380.4362909999909,101266,2024-11-14T17:53:46.017Z
311,GRAPHQL,Medium,public-apis/public-apis,398.37979200005066,2888,2024-11-14T17:53:46.415Z
312,REST,Medium,public-apis/public-apis,393.6536250000354,101266,2024-11-14T17:53:47.811Z
312,GRAPHQL,Medium,public-apis/public-apis,365.51291599997785,2888,2024-11-14T17:53:48.177Z
313,REST,Medium,public-apis/public-apis,436.21662500000093,101266,2024-11-14T17:53:49.616Z
313,GRAPHQL,Medium,public-apis/public-apis,288.4369159999769,2888,2024-11-14T17:53:49.904Z
314,REST,Medium,public-apis/public-apis,362.2052089999197,101266,2024-11-14T17:53:51.268Z
314,GRAPHQL,Medium,public-apis/public-apis,317.93262500001583,2888,2024-11-14T17:53:51.586Z
315,REST,Medium,public-apis/public-apis,350.7945419999305,101266,2024-11-14T17:53:52.939Z
315,GRAPHQL,Medium,public-apis/public-apis,435.5069580000127,2888,2024-11-14T17:53:53.375Z
316,REST,Medium,public-apis/public-apis,334.6777920000022,101266,2024-11-14T17:53:54.712Z
316,GRAPHQL,Medium,public-apis/public-apis,505.87733299995307,2888,2024-11-14T17:53:55.217Z
317,REST,Medium,public-apis/public-apis,358.12095799995586,101266,2024-11-14T17:53:56.577Z
317,GRAPHQL,Medium,public-apis/public-apis,348.8185839999933,2888,2024-11-14T17:53:56.926Z
318,REST,Medium,public-apis/public-apis,396.2948750000214,101266,2024-11-14T17:53:58.324Z
318,GRAPHQL,Medium,public-apis/public-apis,298.38174999994226,2888,2024-11-14T17:53:58.623Z
319,REST,Medium,public-apis/public-apis,397.81125000002794,101266,2024-11-14T17:54:00.023Z
319,GRAPHQL,Medium,public-apis/public-apis,418.39595799997915,2888,2024-11-14T17:54:00.441Z
320,REST,Medium,public-apis/public-apis,353.11483299999963,101266,2024-11-14T17:54:01.796Z
320,GRAPHQL,Medium,public-apis/public-apis,338.8762080000015,2888,2024-11-14T17:54:02.135Z
321,REST,Medium,public-apis/public-apis,413.23754200001713,101266,2024-11-14T17:54:03.551Z
321,GRAPHQL,Medium,public-apis/public-apis,398.52808299998287,2888,2024-11-14T17:54:03.950Z
322,REST,Medium,public-apis/public-apis,334.66412500001024,101266,2024-11-14T17:54:05.286Z
322,GRAPHQL,Medium,public-apis/public-apis,318.4867919998942,2888,2024-11-14T17:54:05.604Z
323,REST,Medium,public-apis/public-apis,353.65045799990185,101266,2024-11-14T17:54:06.960Z
323,GRAPHQL,Medium,public-apis/public-apis,372.2619999999879,2888,2024-11-14T17:54:07.333Z
324,REST,Medium,public-apis/public-apis,411.4788749999134,101266,2024-11-14T17:54:08.746Z
324,GRAPHQL,Medium,public-apis/public-apis,423.7453749999404,2888,2024-11-14T17:54:09.170Z
325,REST,Medium,public-apis/public-apis,376.33620800008066,101266,2024-11-14T17:54:10.549Z
325,GRAPHQL,Medium,public-apis/public-apis,440.03229200001806,2888,2024-11-14T17:54:10.989Z
326,REST,Medium,public-apis/public-apis,434.52062500000466,101266,2024-11-14T17:54:12.428Z
326,GRAPHQL,Medium,public-apis/public-apis,489.012791999965,2888,2024-11-14T17:54:12.917Z
327,REST,Medium,public-apis/public-apis,357.7040829999605,101266,2024-11-14T17:54:14.277Z
327,GRAPHQL,Medium,public-apis/public-apis,398.6137500000186,2888,2024-11-14T17:54:14.676Z
328,REST,Medium,public-apis/public-apis,337.4300420000218,101266,2024-11-14T17:54:16.015Z
328,GRAPHQL,Medium,public-apis/public-apis,402.17975000001024,2888,2024-11-14T17:54:16.418Z
329,REST,Medium,public-apis/public-apis,364.6773750000866,101266,2024-11-14T17:54:17.784Z
329,GRAPHQL,Medium,public-apis/public-apis,465.5891249999404,2888,2024-11-14T17:54:18.249Z
330,REST,Medium,public-apis/public-apis,376.9291250000242,101266,2024-11-14T17:54:19.628Z
330,GRAPHQL,Medium,public-apis/public-apis,369.9802080000518,2888,2024-11-14T17:54:19.998Z
331,REST,Complex,public-apis/public-apis,1190.6631249999627,641414,2024-11-14T17:54:22.196Z
331,GRAPHQL,Complex,public-apis/public-apis,579.1133749999572,12042,2024-11-14T17:54:22.775Z
332,REST,Complex,public-apis/public-apis,747.8273340000305,641414,2024-11-14T17:54:24.528Z
332,GRAPHQL,Complex,public-apis/public-apis,1089.3291250000475,12042,2024-11-14T17:54:25.618Z
333,REST,Complex,public-apis/public-apis,1306.5297500001034,641414,2024-11-14T17:54:27.932Z
333,GRAPHQL,Complex,public-apis/public-apis,567.9508749999804,12042,2024-11-14T17:54:28.500Z
334,REST,Complex,public-apis/public-apis,746.5163750000065,641414,2024-11-14T17:54:30.251Z
334,GRAPHQL,Complex,public-apis/public-apis,499.9707079998916,12042,2024-11-14T17:54:30.751Z
335,REST,Complex,public-apis/public-apis,843.4317080000183,641414,2024-11-14T17:54:32.598Z
335,GRAPHQL,Complex,public-apis/public-apis,464.9679999999935,12042,2024-11-14T17:54:33.063Z
336,REST,Complex,public-apis/public-apis,679.9065419998951,641414,2024-11-14T17:54:34.749Z
336,GRAPHQL,Complex,public-apis/public-apis,612.3691659999313,12042,2024-11-14T17:54:35.362Z
337,REST,Complex,public-apis/public-apis,666.8515410000691,641414,2024-11-14T17:54:37.034Z
337,GRAPHQL,Complex,public-apis/public-apis,635.6967919999734,12042,2024-11-14T17:54:37.670Z
338,REST,Complex,public-apis/public-apis,791.9091669999762,641414,2024-11-14T17:54:39.468Z
338,GRAPHQL,Complex,public-apis/public-apis,530.6407089999411,12042,2024-11-14T17:54:39.999Z
339,REST,Complex,public-apis/public-apis,819.1828750000568,641414,2024-11-14T17:54:41.823Z
339,GRAPHQL,Complex,public-apis/public-apis,545.4078750000335,12042,2024-11-14T17:54:42.369Z
340,REST,Complex,public-apis/public-apis,669.2043749999721,641414,2024-11-14T17:54:44.044Z
340,GRAPHQL,Complex,public-apis/public-apis,499.24016699998174,12042,2024-11-14T17:54:44.543Z
341,REST,Complex,public-apis/public-apis,684.8918330000015,641414,2024-11-14T17:54:46.234Z
341,GRAPHQL,Complex,public-apis/public-apis,387.1856670000125,12042,2024-11-14T17:54:46.622Z
342,REST,Complex,public-apis/public-apis,845.1481670000358,641414,2024-11-14T17:54:48.472Z
342,GRAPHQL,Complex,public-apis/public-apis,405.9663329999894,12042,2024-11-14T17:54:48.878Z
343,REST,Complex,public-apis/public-apis,624.4402919999557,641414,2024-11-14T17:54:50.508Z
343,GRAPHQL,Complex,public-apis/public-apis,676.8339590000687,12042,2024-11-14T17:54:51.185Z
344,REST,Complex,public-apis/public-apis,792.1520830000518,641414,2024-11-14T17:54:52.983Z
344,GRAPHQL,Complex,public-apis/public-apis,501.74325000005774,12042,2024-11-14T17:54:53.485Z
345,REST,Complex,public-apis/public-apis,745.890458000009,641414,2024-11-14T17:54:55.236Z
345,GRAPHQL,Complex,public-apis/public-apis,401.1402920000255,12042,2024-11-14T17:54:55.637Z
346,REST,Complex,public-apis/public-apis,845.0891670000274,641414,2024-11-14T17:54:57.489Z
346,GRAPHQL,Complex,public-apis/public-apis,502.1994999999879,12042,2024-11-14T17:54:57.991Z
347,REST,Complex,public-apis/public-apis,658.9318749998929,641414,2024-11-14T17:54:59.656Z
347,GRAPHQL,Complex,public-apis/public-apis,592.5822909999406,12042,2024-11-14T17:55:00.248Z
348,REST,Complex,public-apis/public-apis,742.3293330000015,641414,2024-11-14T17:55:01.996Z
348,GRAPHQL,Complex,public-apis/public-apis,501.6042919999454,12042,2024-11-14T17:55:02.497Z
349,REST,Complex,public-apis/public-apis,818.8397089999635,641414,2024-11-14T17:55:04.321Z
349,GRAPHQL,Complex,public-apis/public-apis,506.7925830000313,12042,2024-11-14T17:55:04.828Z
350,REST,Complex,public-apis/public-apis,844.2177919999231,641414,2024-11-14T17:55:06.677Z
350,GRAPHQL,Complex,public-apis/public-apis,638.9754589999793,12042,2024-11-14T17:55:07.317Z
351,REST,Complex,public-apis/public-apis,748.0963340000017,641414,2024-11-14T17:55:09.070Z
351,GRAPHQL,Complex,public-apis/public-apis,492.37054199993145,12042,2024-11-14T17:55:09.562Z
352,REST,Complex,public-apis/public-apis,748.8620840000222,641414,2024-11-14T17:55:11.317Z
352,GRAPHQL,Complex,public-apis/public-apis,602.9576250000391,12042,2024-11-14T17:55:11.920Z
353,REST,Complex,public-apis/public-apis,711.8331250000047,641414,2024-11-14T17:55:13.637Z
353,GRAPHQL,Complex,public-apis/public-apis,534.0719579999568,12042,2024-11-14T17:55:14.171Z
354,REST,Complex,public-apis/public-apis,754.3827089999104,641414,2024-11-14T17:55:15.933Z
354,GRAPHQL,Complex,public-apis/public-apis,496.9472090000054,12042,2024-11-14T17:55:16.430Z
355,REST,Complex,public-apis/public-apis,842.7746249999618,641414,2024-11-14T17:55:18.278Z
355,GRAPHQL,Complex,public-apis/public-apis,539.1450830000686,12042,2024-11-14T17:55:18.817Z
356,REST,Complex,public-apis/public-apis,710.2801660000114,641414,2024-11-14T17:55:20.532Z
356,GRAPHQL,Complex,public-apis/public-apis,612.9228330000769,12042,2024-11-14T17:55:21.145Z
357,REST,Complex,public-apis/public-apis,836.9941249999683,641414,2024-11-14T17:55:22.987Z
357,GRAPHQL,Complex,public-apis/public-apis,413.84974999993574,12042,2024-11-14T17:55:23.401Z
358,REST,Complex,public-apis/public-apis,936.2055420000106,641414,2024-11-14T17:55:25.343Z
358,GRAPHQL,Complex,public-apis/public-apis,445.3791670000646,12042,2024-11-14T17:55:25.789Z
359,REST,Complex,public-apis/public-apis,866.3114579999819,641414,2024-11-14T17:55:27.660Z
359,GRAPHQL,Complex,public-apis/public-apis,538.4856660000514,12042,2024-11-14T17:55:28.198Z
360,REST,Complex,public-apis/public-apis,675.3282499999041,641414,2024-11-14T17:55:29.877Z
360,GRAPHQL,Complex,public-apis/public-apis,465.36550000007264,12042,2024-11-14T17:55:30.343Z
361,REST,Basic,codecrafters-io/build-your-own-x,316.1444589999737,7063,2024-11-14T17:55:31.660Z
361,GRAPHQL,Basic,codecrafters-io/build-your-own-x,328.6592079999391,174,2024-11-14T17:55:31.988Z
362,REST,Basic,codecrafters-io/build-your-own-x,289.2447500000708,7063,2024-11-14T17:55:33.279Z
362,GRAPHQL,Basic,codecrafters-io/build-your-own-x,345.8751250000205,174,2024-11-14T17:55:33.625Z
363,REST,Basic,codecrafters-io/build-your-own-x,330.345915999962,7063,2024-11-14T17:55:34.957Z
363,GRAPHQL,Basic,codecrafters-io/build-your-own-x,411.90783300006296,174,2024-11-14T17:55:35.369Z
364,REST,Basic,codecrafters-io/build-your-own-x,435.3797079999931,7063,2024-11-14T17:55:36.806Z
364,GRAPHQL,Basic,codecrafters-io/build-your-own-x,263.7757079999428,174,2024-11-14T17:55:37.070Z
365,REST,Basic,codecrafters-io/build-your-own-x,370.05487500003073,7063,2024-11-14T17:55:38.441Z
365,GRAPHQL,Basic,codecrafters-io/build-your-own-x,292.1803340000333,174,2024-11-14T17:55:38.733Z
366,REST,Basic,codecrafters-io/build-your-own-x,341.93129199999385,7063,2024-11-14T17:55:40.077Z
366,GRAPHQL,Basic,codecrafters-io/build-your-own-x,307.91170799999963,174,2024-11-14T17:55:40.385Z
367,REST,Basic,codecrafters-io/build-your-own-x,306.03470900002867,7063,2024-11-14T17:55:41.693Z
367,GRAPHQL,Basic,codecrafters-io/build-your-own-x,296.5481669999426,174,2024-11-14T17:55:41.990Z
368,REST,Basic,codecrafters-io/build-your-own-x,326.23412500007544,7063,2024-11-14T17:55:43.318Z
368,GRAPHQL,Basic,codecrafters-io/build-your-own-x,302.24575000000186,174,2024-11-14T17:55:43.620Z
369,REST,Basic,codecrafters-io/build-your-own-x,311.1316250000382,7063,2024-11-14T17:55:44.934Z
369,GRAPHQL,Basic,codecrafters-io/build-your-own-x,286.06125000002794,174,2024-11-14T17:55:45.220Z
370,REST,Basic,codecrafters-io/build-your-own-x,302.0087920000078,7063,2024-11-14T17:55:46.524Z
370,GRAPHQL,Basic,codecrafters-io/build-your-own-x,311.86504199996125,174,2024-11-14T17:55:46.836Z
371,REST,Basic,codecrafters-io/build-your-own-x,305.1031250000233,7063,2024-11-14T17:55:48.142Z
371,GRAPHQL,Basic,codecrafters-io/build-your-own-x,299.3867499999469,174,2024-11-14T17:55:48.442Z
372,REST,Basic,codecrafters-io/build-your-own-x,318.5600410000188,7063,2024-11-14T17:55:49.762Z
372,GRAPHQL,Basic,codecrafters-io/build-your-own-x,350.78637500002515,174,2024-11-14T17:55:50.113Z
373,REST,Basic,codecrafters-io/build-your-own-x,330.90783300006296,7063,2024-11-14T17:55:51.444Z
373,GRAPHQL,Basic,codecrafters-io/build-your-own-x,306.47454199998174,174,2024-11-14T17:55:51.751Z
374,REST,Basic,codecrafters-io/build-your-own-x,320.72891600010917,7063,2024-11-14T17:55:53.073Z
374,GRAPHQL,Basic,codecrafters-io/build-your-own-x,281.0115419999929,174,2024-11-14T17:55:53.354Z
375,REST,Basic,codecrafters-io/build-your-own-x,366.34158300003037,7063,2024-11-14T17:55:54.722Z
375,GRAPHQL,Basic,codecrafters-io/build-your-own-x,410.52833400003146,174,2024-11-14T17:55:55.133Z
376,REST,Basic,codecrafters-io/build-your-own-x,323.88837499998044,7063,2024-11-14T17:55:56.462Z
376,GRAPHQL,Basic,codecrafters-io/build-your-own-x,308.0372089999728,174,2024-11-14T17:55:56.770Z
377,REST,Basic,codecrafters-io/build-your-own-x,329.17558400006965,7063,2024-11-14T17:55:58.101Z
377,GRAPHQL,Basic,codecrafters-io/build-your-own-x,306.74158299993724,174,2024-11-14T17:55:58.408Z
378,REST,Basic,codecrafters-io/build-your-own-x,321.36725000001024,7063,2024-11-14T17:55:59.731Z
378,GRAPHQL,Basic,codecrafters-io/build-your-own-x,293.4750829999102,174,2024-11-14T17:56:00.024Z
379,REST,Basic,codecrafters-io/build-your-own-x,293.2327079999959,7063,2024-11-14T17:56:01.319Z
379,GRAPHQL,Basic,codecrafters-io/build-your-own-x,284.6195839999709,174,2024-11-14T17:56:01.604Z
380,REST,Basic,codecrafters-io/build-your-own-x,375.3451669999631,7063,2024-11-14T17:56:02.980Z
380,GRAPHQL,Basic,codecrafters-io/build-your-own-x,327.922290999908,174,2024-11-14T17:56:03.308Z
381,REST,Basic,codecrafters-io/build-your-own-x,302.74225000001024,7063,2024-11-14T17:56:04.617Z
381,GRAPHQL,Basic,codecrafters-io/build-your-own-x,301.78045900003053,174,2024-11-14T17:56:04.919Z
382,REST,Basic,codecrafters-io/build-your-own-x,374.6061669999035,7063,2024-11-14T17:56:06.297Z
382,GRAPHQL,Basic,codecrafters-io/build-your-own-x,303.1672500000568,174,2024-11-14T17:56:06.600Z
383,REST,Basic,codecrafters-io/build-your-own-x,329.69095799990464,7063,2024-11-14T17:56:07.931Z
383,GRAPHQL,Basic,codecrafters-io/build-your-own-x,295.0054999999702,174,2024-11-14T17:56:08.226Z
384,REST,Basic,codecrafters-io/build-your-own-x,340.8252499999944,7063,2024-11-14T17:56:09.569Z
384,GRAPHQL,Basic,codecrafters-io/build-your-own-x,277.19062500004657,174,2024-11-14T17:56:09.846Z
385,REST,Basic,codecrafters-io/build-your-own-x,463.268665999989,7063,2024-11-14T17:56:11.311Z
385,GRAPHQL,Basic,codecrafters-io/build-your-own-x,307.52987500000745,174,2024-11-14T17:56:11.618Z
386,REST,Basic,codecrafters-io/build-your-own-x,331.2124589999439,7063,2024-11-14T17:56:12.951Z
386,GRAPHQL,Basic,codecrafters-io/build-your-own-x,398.26229199999943,174,2024-11-14T17:56:13.349Z
387,REST,Basic,codecrafters-io/build-your-own-x,340.033000000054,7063,2024-11-14T17:56:14.692Z
387,GRAPHQL,Basic,codecrafters-io/build-your-own-x,407.1964999999618,174,2024-11-14T17:56:15.099Z
388,REST,Basic,codecrafters-io/build-your-own-x,378.7887500000652,7063,2024-11-14T17:56:16.479Z
388,GRAPHQL,Basic,codecrafters-io/build-your-own-x,287.74466600001324,174,2024-11-14T17:56:16.767Z
389,REST,Basic,codecrafters-io/build-your-own-x,348.03812500007916,7063,2024-11-14T17:56:18.121Z
389,GRAPHQL,Basic,codecrafters-io/build-your-own-x,356.7264590000268,174,2024-11-14T17:56:18.478Z
390,REST,Basic,codecrafters-io/build-your-own-x,314.1765829999931,7063,2024-11-14T17:56:19.793Z
390,GRAPHQL,Basic,codecrafters-io/build-your-own-x,283.72254099999554,174,2024-11-14T17:56:20.077Z
391,REST,Medium,codecrafters-io/build-your-own-x,682.9142080000602,91129,2024-11-14T17:56:21.763Z
391,GRAPHQL,Medium,codecrafters-io/build-your-own-x,506.55045800004154,10655,2024-11-14T17:56:22.270Z
